Country,Subject Descriptor,Units,Scale,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Estimates Start After
Israel,"Inflation, average consumer prices",Percent change,,5.194,1.125,1.116,5.687,0.65,-0.4,1.351,2.095,0.528,4.589,3.307,2.706,3.429,1.718,1.511,0.485,-0.632,-0.544,0.244,0.815,0.885,1.672,1.998,1.998,1.998,1.998,2017
Israel,Volume of imports of goods and services,Percent change,,15.55,11.96,-5.441,-1.246,-0.786,11.849,3.488,3.415,11.093,2.473,-13.839,15.247,11.117,2.103,1.319,2.269,-0.005,10.157,5.078,6.008,4.9,4.372,3.5,3.5,3.5,3.5,2017
Israel,Volume of Imports of goods,Percent change,,15.883,12.79,-6.772,0.32,-3.014,9.988,4.215,2.905,26.634,5.04,-15.694,17.917,10.378,-0.183,0.573,2.865,-0.006,10.447,2.356,8.36,4.9,4.372,3.6,3.64,3.6,3.6,2017
Israel,Volume of exports of goods and services,Percent change,,14.451,23.4,-11.672,-2.081,8.1,17.521,4.674,4.975,10.367,5.745,-11.793,15.294,9.483,-2.064,4.757,1.679,-3.181,1.366,5.146,4.472,3.381,3.408,3.45,3.5,3.5,3.5,2017
Israel,Volume of exports of goods,Percent change,,7.906,25.46,-4.992,0.687,3.615,15.569,2.592,4.275,9.531,3.499,-12.207,16.42,7.597,-6.548,2.253,2.431,-5.989,-1.214,1.238,1.192,1.014,2.045,2.242,2.275,2.275,2.275,2017
Israel,Unemployment rate,Percent of total labor force,,11.075,10.9,11.625,12.875,13.4,12.9,11.2,10.45,9.15,7.65,9.425,8.25,7.05,6.875,6.25,5.9,5.275,4.775,4.25,3.984,3.974,3.974,4.106,4.144,4.153,4.162,2017
Israel,Population,Persons,Millions,6.117,6.286,6.436,6.567,6.687,6.806,6.927,7.052,7.176,7.307,7.482,7.621,7.763,7.907,8.056,8.212,8.377,8.543,8.71,8.881,9.054,9.23,9.41,9.593,9.78,9.97,2017
Israel,General government revenue,Percent of GDP,,n/a,44.015,43.762,42.922,41.593,40.716,40.808,41.762,40.911,38.438,35.604,36.755,36.764,35.962,36.259,36.484,36.642,36.48,37.808,36.731,36.479,36.448,36.448,36.448,36.448,36.448,2017
Israel,General government total expenditure,Percent of GDP,,n/a,47.245,49.377,51.487,46.877,44.265,43.685,42.921,41.403,42.049,42.082,40.409,39.745,40.36,40.309,38.918,37.681,37.848,38.76,38.977,39.001,38.989,38.989,38.979,38.979,38.979,2017
Israel,General government net lending/borrowing,Percent of GDP,,n/a,-3.23,-5.616,-8.566,-5.284,-3.549,-2.877,-1.158,-0.492,-3.611,-6.478,-3.653,-2.981,-4.399,-4.049,-2.433,-1.039,-1.368,-0.951,-2.246,-2.521,-2.541,-2.541,-2.531,-2.531,-2.531,2017
Israel,General government primary net lending/borrowing,Percent of GDP,,n/a,3.244,0.663,-0.722,-0.848,1.163,2.131,3.222,3.774,1.221,-1.916,-0.006,0.632,-1.214,-0.92,-0.283,0.815,0.521,0.996,-0.292,-0.546,-0.548,-0.518,-0.473,-0.433,-0.393,2017
Israel,General government gross debt,Percent of GDP,,n/a,79.639,83.725,90.22,92.887,91.323,88.184,80.036,73.044,71.863,74.546,70.694,68.732,68.384,67.046,65.755,63.757,61.968,60.404,59.587,58.959,58.098,57.208,56.357,55.585,54.89,2017
Israel,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,484.392,539.197,549.564,573.475,577.5,606.603,639.099,686.116,734.296,774.868,815.763,873.922,936.457,992.649,1057.653,1109.185,1167.88,1226.592,1271.609,1327.942,1389.736,1461.7,1539.37,1621.032,1705.903,1793.887,2017
Israel,Current account balance,U.S. dollars,Billions,-1.538,-1.99,-1.93,-1.082,0.765,2.033,4.36,6.291,5.619,2.211,6.751,9.069,5.298,1.463,8.729,13.31,15.811,11.798,9.287,7.032,6.383,5.825,6.298,6.947,7.826,8.676,2017
Israel,Current account balance,Percent of GDP,,-1.315,-1.505,-1.477,-0.894,0.603,1.502,3.062,4.086,3.143,1.024,3.254,3.88,2.024,0.568,2.98,4.293,5.262,3.694,2.629,1.901,1.673,1.442,1.478,1.542,1.643,1.724,2017
Italy,"Gross domestic product, constant prices",Percent change,,1.56,3.71,1.772,0.249,0.151,1.582,0.95,2.007,1.474,-1.05,-5.482,1.687,0.577,-2.819,-1.728,0.114,0.924,1.119,1.597,0.881,0.087,0.909,0.659,0.606,0.582,0.648,2017
Italy,"Gross domestic product, deflator",Index,,78.132,79.667,82.046,84.798,87.496,89.704,91.398,93.134,95.401,97.767,99.682,100,101.468,102.869,104.116,105.114,106.095,107.317,107.779,108.681,109.677,110.955,112.336,113.956,115.711,117.586,2017
Italy,"Gross domestic product per capita, constant prices",Purchasing power parity; 2011 international dollar,Units,34802.489,36084.558,36700.075,36766.647,36692.716,36998.405,37066.895,37647.429,38056.287,37341.267,35047.964,35485.046,35544.006,34417.958,33631.893,33519.204,33821.705,34273.474,34864.659,35233.218,35114.931,35446.714,35695.725,35931.27,36162.255,36421.37,2017
Italy,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,3.296,3.262,3.241,3.157,3.038,2.933,2.825,2.736,2.633,2.532,2.403,2.321,2.242,2.112,2.008,1.942,1.897,1.858,1.82,1.774,1.719,1.675,1.628,1.582,1.536,1.492,2017
Italy,Total investment,Percent of GDP,,20.005,20.718,20.67,21.417,21.065,21.171,21.103,21.894,22.185,21.781,19.393,20.538,20.462,17.862,16.955,17.033,17.303,17.579,17.65,17.986,17.731,17.877,17.975,18.065,18.209,18.366,2017
Italy,Gross national savings,Percent of GDP,,21.131,20.774,21.194,21.147,20.456,20.824,20.203,20.391,20.796,18.963,17.503,17.126,17.466,17.524,17.943,18.942,18.78,20.116,20.436,20.567,20.637,20.474,20.353,20.17,20.032,19.938,2017
Italy,"Inflation, average consumer prices",Index,,72.35,74.217,75.942,77.925,80.117,81.925,83.733,85.6,87.333,90.383,91.075,92.55,95.267,98.425,99.65,99.883,99.992,99.942,101.267,102.525,103.302,104.533,105.834,107.36,109.014,110.78,2018
Italy,"Inflation, average consumer prices",Percent change,,1.651,2.58,2.324,2.612,2.813,2.257,2.207,2.229,2.025,3.492,0.765,1.62,2.935,3.315,1.245,0.234,0.108,-0.05,1.326,1.243,0.758,1.192,1.244,1.442,1.54,1.62,2018
Italy,Volume of imports of goods and services,Percent change,,4.32,10.257,2.125,0.732,1.463,4.669,3.032,7.799,5.373,-3.651,-12.884,12.393,0.526,-8.055,-2.362,3.238,6.805,3.597,5.451,2.307,1.988,3.176,3.133,3.003,2.98,2.97,2017
Italy,Volume of Imports of goods,Percent change,,5.829,12.444,1.599,0.62,1.645,5.844,2.838,7.756,4.141,-3.32,-13.142,14.839,1.158,-8.755,-2.644,3.535,8.44,3.695,5.046,2.268,1.597,3.315,3.289,3.16,3.167,3.284,2017
Italy,Volume of exports of goods and services,Percent change,,-0.959,11.925,2.675,-2.794,-1.3,6.162,3.377,8.227,6.176,-3.092,-18.051,11.785,5.186,2.324,0.701,2.719,4.352,2.134,5.911,1.921,2.619,2.826,2.844,2.689,2.67,2.696,2017
Italy,Volume of exports of goods,Percent change,,0.025,12.292,2.838,-2.562,-0.703,6.45,3.501,8.241,7.081,-1.469,-19.069,12.517,6.243,1.756,1.017,3.016,4.607,1.835,5.593,1.575,2.33,3.028,3.09,2.907,2.886,3.195,2017
Italy,Unemployment rate,Percent of total labor force,,10.942,10.1,9.1,8.608,8.45,7.975,7.692,6.792,6.125,6.733,7.742,8.35,8.408,10.675,12.142,12.608,11.908,11.667,11.258,10.633,10.733,10.533,10.383,10.283,10.183,10.083,2017
Italy,Population,Persons,Millions,56.909,56.924,56.961,56.999,57.2,57.625,58.065,58.316,58.54,59.034,59.449,59.707,59.952,60.168,60.51,60.783,60.796,60.666,60.589,60.484,60.74,60.719,60.692,60.66,60.623,60.582,2018
Italy,General government revenue,Percent of GDP,,45.563,44.174,44.125,43.791,43.906,43.342,43.039,44.106,45.326,45.199,45.91,45.679,45.701,47.869,48.142,47.857,47.653,46.515,46.441,46.368,46.499,46.525,46.581,46.664,46.782,46.899,2017
Italy,General government total expenditure,Percent of GDP,,47.368,46.613,47.518,46.786,47.245,46.838,47.144,47.63,46.791,47.83,51.158,49.89,49.379,50.788,51.065,50.9,50.264,49.039,48.851,48.512,49.154,49.913,50.123,50.33,50.509,50.662,2017
Italy,General government net lending/borrowing,Percent of GDP,,-1.805,-2.438,-3.393,-2.995,-3.339,-3.496,-4.105,-3.523,-1.465,-2.631,-5.248,-4.211,-3.678,-2.918,-2.922,-3.042,-2.611,-2.524,-2.409,-2.144,-2.655,-3.387,-3.543,-3.666,-3.727,-3.763,2017
Italy,General government primary net lending/borrowing,Percent of GDP,,4.324,3.424,2.404,2.229,1.424,0.967,0.227,0.719,3.075,2.075,-1.03,-0.084,0.787,2.085,1.731,1.358,1.336,1.229,1.223,1.392,0.905,0.322,0.311,0.299,0.402,0.505,2017
Italy,General government gross debt,Percent of GDP,,109.655,105.106,104.727,101.923,100.485,100.089,101.941,102.557,99.792,102.405,112.547,115.413,116.522,123.36,129.02,131.785,131.555,131.35,131.277,132.085,133.427,134.131,135.29,136.415,137.533,138.514,2017
Italy,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,1171.902,1239.267,1298.89,1345.795,1390.709,1448.363,1489.725,1548.474,1609.552,1632.151,1572.879,1604.515,1637.461,1613.265,1604.6,1621.827,1652.085,1689.824,1724.205,1753.949,1771.557,1808.489,1843.055,1880.968,1921.046,1964.825,2017
Italy,Current account balance,U.S. dollars,Billions,14.076,0.645,6.103,-3.428,-9.575,-6.243,-16.707,-29.214,-30.656,-67.694,-41.389,-72.636,-68.264,-7.013,21.047,41.14,27.088,47.431,54.247,53.487,58.881,54.294,50.939,46.315,41.156,36.511,2017
Italy,Current account balance,Percent of GDP,,1.126,0.056,0.525,-0.27,-0.609,-0.347,-0.9,-1.503,-1.39,-2.818,-1.889,-3.412,-2.996,-0.338,0.988,1.909,1.478,2.536,2.786,2.581,2.906,2.597,2.378,2.105,1.824,1.572,2017
Jamaica,"Gross domestic product, constant prices",Percent change,,0.981,0.776,1.281,0.675,3.667,1.324,0.894,2.899,1.444,-0.818,-3.401,-1.436,1.42,-0.502,0.208,0.573,0.85,1.504,0.658,1.383,1.735,1.912,2.175,2.325,2.35,2.35,2017
Jamaica,"Gross domestic product, deflator",Index,,51.408,56.908,61.39,67.846,75.733,85.47,95.273,103.703,115.429,131.074,144.922,159.105,168.841,179.736,195.443,209.234,223.302,233.46,249.887,259.539,269.039,281.432,295.454,310.227,325.738,342.025,2017
Jamaica,"Gross domestic product per capita, constant prices",Purchasing power parity; 2011 international dollar,Units,8229.767,8217.73,8250.357,8237.193,8473.409,8525.801,8549.17,8751.087,8838.369,8731.541,8401.248,8244.889,8321.974,8237.494,8210.3,8212.975,8238.333,8317.378,8327.163,8397.033,8496.835,8612.844,8752.924,8908.342,9068.734,9232.014,2015
Jamaica,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,0.035,0.034,0.033,0.033,0.032,0.031,0.03,0.029,0.028,0.027,0.026,0.025,0.024,0.023,0.023,0.022,0.021,0.021,0.02,0.02,0.02,0.019,0.019,0.019,0.019,0.018,2017
Jamaica,Total investment,Percent of GDP,,21.263,23.463,25.88,27.338,26.247,26.467,26.942,28.423,26.571,24.351,21.056,20.207,21.47,19.933,21.262,22.476,21.257,21.289,20.833,19.956,19.289,19.042,19.123,19.241,19.335,18.31,2017
Jamaica,Gross national savings,Percent of GDP,,18.693,16.793,17.366,15.83,17.746,20.72,15.033,17.435,15.486,6.106,12.958,13.418,8.539,10.987,12.153,14.117,17.967,20.539,17.98,16.65,16.569,16.382,16.394,16.481,16.387,16.267,2017
Jamaica,"Inflation, average consumer prices",Index,,95.608,100,109.509,118.515,130.297,149.635,169.716,184.861,201.812,246.226,269.809,303.839,326.705,349.231,381.906,413.51,428.742,438.813,458.045,475.143,492.42,516.695,542.53,569.656,598.139,628.046,2018
Jamaica,"Inflation, average consumer prices",Percent change,,5.982,4.593,9.509,8.224,9.942,14.842,13.419,8.924,9.17,22.007,9.578,12.613,7.526,6.895,9.356,8.275,3.683,2.349,4.383,3.733,3.636,4.93,5,5,5,5,2018
Jamaica,Volume of imports of goods and services,Percent change,,0.685,1.773,19.367,13.424,12.428,0.014,3.086,11.637,18.482,-4.006,7.638,-16.005,-0.265,6.109,10.837,11.163,14.636,12.248,7.287,-0.361,8.526,4.929,5.541,5.266,5.665,3.002,2017
Jamaica,Volume of Imports of goods,Percent change,,-0.421,1.48,18.02,14.12,12.758,1.076,7.506,12.452,21.985,-2.188,3.587,-16.358,2.824,4.711,8.924,8.466,10.29,10.078,9.612,0.446,8.144,4.995,5.824,5.427,5.89,2.568,2017
Jamaica,Volume of exports of goods and services,Percent change,,6.359,7.007,5.303,4.364,23.686,4.885,2.695,15.456,9.155,-6.044,10.546,-13.185,-6.75,9.169,11.57,13.606,16.326,13.553,8.437,6.099,5.385,6.527,5.302,4.767,4.581,4.411,2017
Jamaica,Volume of exports of goods,Percent change,,2.937,1.334,6.072,-1.988,21.308,6.126,8.682,20.166,15.049,-7.314,-8.739,-21.496,-0.029,13.929,4.745,4.025,3.363,11.009,10.274,9.155,3.576,7.358,6.228,5.039,4.676,4.09,2017
Jamaica,Unemployment rate,Percent of total labor force,,15.7,15.5,15,14.2,11.8,12.2,11.225,10.325,9.85,10.575,11.35,12.375,12.996,13.925,15.275,14.2,13.5,12.835,12.202,11.6,11.028,10.485,9.968,9.477,9.009,8.565,2018
Jamaica,Population,Persons,Millions,2.559,2.582,2.605,2.627,2.647,2.666,2.682,2.696,2.708,2.719,2.73,2.741,2.755,2.769,2.784,2.799,2.814,2.829,2.844,2.86,2.875,2.891,2.906,2.922,2.938,2.954,2015
Jamaica,General government revenue,Percent of GDP,,25.171,25.574,23.677,24.134,26.336,26.808,26.022,26.062,27.55,27.289,27.541,26.842,25.575,25.731,27.147,26.254,26.998,27.945,29.05,30.358,28.921,28.409,28.124,28.038,27.967,27.738,2018
Jamaica,General government total expenditure,Percent of GDP,,28.674,26.377,28.57,30.859,31.901,31.481,29.327,30.927,31.349,34.8,38.667,33.175,31.978,29.808,27.028,26.749,27.287,28.139,28.598,30.159,28.242,27.785,27.179,26.774,26.302,26.578,2018
Jamaica,General government net lending/borrowing,Percent of GDP,,-3.503,-0.803,-4.894,-6.725,-5.565,-4.673,-3.306,-4.865,-3.799,-7.512,-11.125,-6.333,-6.403,-4.077,0.119,-0.496,-0.289,-0.194,0.452,0.2,0.68,0.624,0.945,1.265,1.665,1.16,2018
Jamaica,General government primary net lending/borrowing,Percent of GDP,,8.135,10.063,6.879,6.063,10.505,10.237,9.852,7.083,7.872,4.938,6.188,4.62,3.17,5.4,7.636,7.476,7.154,7.596,7.455,7,6.97,6.5,6.5,6.5,6.5,6,2018
Jamaica,General government gross debt,Percent of GDP,,82.748,91.809,108.005,118.408,123.2,119.935,124.663,117.119,114.476,127.022,141.929,141.859,140.455,145.051,138.712,137.858,121.307,113.638,101.124,99.381,94.133,88.865,82.522,76.25,69.938,63.863,2018
Jamaica,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,359.03,395.009,433.289,485.778,569.19,639.89,717.42,810.792,914.819,1012.145,1089.976,1171.878,1260.831,1339.515,1462.315,1568.221,1688.4,1788.819,1930.406,2032.122,2171.359,2322.83,2493.849,2680.077,2880.212,3095.291,2018
Jamaica,Current account balance,U.S. dollars,Billions,-0.293,-0.359,-0.643,-1.033,-0.7,-0.642,-1.073,-1.2,-1.969,-2.429,-1.333,-1.052,-1.763,-1.637,-1.303,-1.033,-0.442,-0.193,-0.382,-0.434,-0.373,-0.367,-0.397,-0.422,-0.479,-0.32,2017
Jamaica,Current account balance,Percent of GDP,,-3.293,-3.955,-6.991,-10.628,-7.427,-6.313,-9.549,-10.044,-15.284,-17.678,-11.012,-7.972,-12.231,-11.089,-9.17,-7.452,-3.125,-1.368,-2.587,-2.813,-2.311,-2.198,-2.267,-2.297,-2.486,-1.581,2017
Japan,"Gross domestic product, constant prices",Percent change,,-0.252,2.78,0.406,0.118,1.528,2.205,1.663,1.42,1.654,-1.094,-5.416,4.192,-0.115,1.495,2,0.375,1.223,0.609,1.929,0.811,0.977,0.45,0.538,0.507,0.526,0.521,2018
Japan,"Gross domestic product, deflator",Index,,115.677,114.077,112.817,111.172,109.374,108.17,107.048,106.102,105.328,104.295,103.658,101.693,99.99,99.229,98.898,100.624,102.783,103.058,102.831,102.733,103.371,104.652,105.118,105.578,106.178,106.869,2018
Japan,"Gross domestic product per capita, constant prices",Purchasing power parity; 2011 international dollar,Units,33022.455,33874.974,33932.099,33900.665,34355.617,35085.569,35664.003,36172.055,36767.201,36383.679,34451.232,35883.03,35775.296,36389.622,37181.4,37383.292,37882.777,38118.747,38919.57,39313.409,39795.012,40111.723,40480.062,40852.732,41253.436,41666.821,2017
Japan,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,6.957,6.822,6.689,6.507,6.348,6.165,5.981,5.758,5.552,5.336,5.067,5.015,4.812,4.734,4.671,4.531,4.438,4.324,4.25,4.139,4.048,3.926,3.811,3.699,3.589,3.483,2018
Japan,Total investment,Percent of GDP,,27.119,27.307,26.56,24.656,24.397,24.349,24.749,24.749,24.483,24.548,21.324,21.298,22.103,22.654,23.191,23.916,24.023,23.407,23.903,24.432,24.889,25.047,24.964,25.036,25.122,25.203,2018
Japan,Gross national savings,Percent of GDP,,29.623,29.98,28.563,27.307,27.533,28.129,28.327,28.601,29.182,27.378,24.1,25.174,24.212,23.617,24.082,24.675,27.131,27.363,27.939,27.934,28.374,28.623,28.452,28.506,28.582,28.677,2018
Japan,"Inflation, average consumer prices",Index,,99.766,99.093,98.36,97.451,97.199,97.189,96.914,97.158,97.219,98.565,97.235,96.533,96.27,96.216,96.546,99.212,99.998,99.884,100.352,101.333,102.414,103.995,105.17,106.438,107.855,109.373,2018
Japan,"Inflation, average consumer prices",Percent change,,-0.34,-0.675,-0.74,-0.924,-0.259,-0.01,-0.283,0.252,0.063,1.384,-1.35,-0.721,-0.273,-0.057,0.343,2.761,0.793,-0.114,0.468,0.978,1.067,1.543,1.13,1.205,1.332,1.407,2018
Japan,Volume of imports of goods and services,Percent change,,3.606,9.267,1.029,0.687,3.397,8.121,6.1,4.707,2.185,0.697,-15.65,11.173,5.804,5.41,3.274,8.268,0.751,-1.62,3.426,3.238,2.235,1.678,2.854,2.454,2.336,2.268,2018
Japan,Volume of Imports of goods,Percent change,,5.547,14.334,1.39,0.058,7.102,8.138,7.977,6.059,1.457,1.453,-17.017,13.452,7.237,4.781,3.348,6.544,0.751,-1.62,3.426,3.238,2.235,1.678,2.854,2.454,2.336,2.268,2018
Japan,Volume of exports of goods and services,Percent change,,1.947,12.741,-6.708,7.765,9.516,14.274,7.169,10.315,8.672,1.558,-23.427,24.911,-0.246,-0.088,0.761,9.29,2.941,1.713,6.799,3.1,2.138,2.51,3.046,2.763,2.683,2.641,2018
Japan,Volume of exports of goods,Percent change,,3.393,13.223,-8.05,8.023,9.209,14.231,7.861,10.753,8.765,1.565,-25.536,28.32,-0.141,0.28,-0.802,6.221,2.941,1.713,6.799,3.1,2.138,2.51,3.046,2.763,2.683,2.641,2018
Japan,Unemployment rate,Percent of total labor force,,4.667,4.733,5.042,5.358,5.242,4.733,4.425,4.117,3.833,3.983,5.075,5.058,4.583,4.325,4.008,3.583,3.375,3.108,2.817,2.442,2.433,2.433,2.433,2.433,2.433,2.433,2017
Japan,Population,Persons,Millions,126.587,126.831,127.132,127.4,127.634,127.734,127.752,127.746,127.757,127.692,127.551,127.594,127.831,127.552,127.333,127.12,126.978,126.96,126.746,126.494,126.184,125.751,125.277,124.764,124.202,123.61,2017
Japan,General government revenue,Percent of GDP,,29.285,28.302,29.495,28.521,28.087,28.883,29.635,30.584,30.798,30.433,29.319,29.015,29.977,30.76,31.575,33.253,34.214,34.253,34.249,33.859,34.019,34.622,34.653,34.658,34.654,34.655,2017
Japan,General government total expenditure,Percent of GDP,,36.159,36.554,36.033,36.434,36.134,34.764,34.598,34.077,34.008,34.963,39.511,38.549,39.418,39.374,39.486,38.889,38.022,37.947,37.416,37.066,36.863,36.755,36.521,36.444,36.534,36.78,2017
Japan,General government net lending/borrowing,Percent of GDP,,-6.873,-8.252,-6.538,-7.914,-8.046,-5.881,-4.963,-3.492,-3.21,-4.531,-10.192,-9.534,-9.441,-8.613,-7.911,-5.636,-3.807,-3.694,-3.168,-3.207,-2.844,-2.133,-1.868,-1.786,-1.88,-2.125,2017
Japan,General government primary net lending/borrowing,Percent of GDP,,-5.532,-6.908,-5.258,-6.626,-6.844,-4.861,-4.27,-3.016,-2.744,-3.793,-9.284,-8.571,-8.34,-7.464,-6.981,-4.858,-3.157,-2.961,-2.713,-2.911,-2.749,-2.119,-1.907,-1.857,-1.946,-2.098,2017
Japan,General government gross debt,Percent of GDP,,131.12,137.891,146.832,156.824,162.731,171.66,176.783,176.385,175.426,183.416,201.043,207.852,222.087,229.008,232.469,236.069,231.551,236.335,234.98,237.115,237.541,237.043,237.416,237.761,237.971,238.306,2017
Japan,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,519651.8,526706,523004.9,515986.2,515400.7,520965.5,524132.9,526879.7,531688.2,520715.7,489501,500354,491408.4,494957.1,503175.5,513876,531319.8,535986.5,545122,549016.2,557821.983,567275.01,572865.671,578293.757,584636.478,591508.092,2017
Japan,Current account balance,U.S. dollars,Billions,114.244,130.651,86.186,109.125,139.414,182.049,170.135,174.536,212.138,142.599,145.25,220.986,129.834,59.703,45.944,36.794,136.437,194.866,196.129,174.103,180.401,196.557,202.565,212.827,224.054,237.95,2018
Japan,Current account balance,Percent of GDP,,2.504,2.673,2.003,2.652,3.136,3.781,3.578,3.853,4.698,2.831,2.777,3.877,2.109,0.962,0.891,0.759,3.108,3.955,4.036,3.502,3.485,3.577,3.488,3.47,3.46,3.474,2018
Jordan,"Gross domestic product, constant prices",Percent change,,2.509,4.303,4.713,6.283,3.989,7.987,7.561,6.36,8.176,7.232,5.477,2.311,2.587,2.65,2.829,3.098,2.353,2.044,2.116,2,2.2,2.4,2.6,2.8,3,3,2017
Jordan,"Gross domestic product, deflator",Index,,45.19,44.981,45.57,45.777,46.838,48.545,49.789,55.99,58.818,70.504,72.496,78.609,84.051,88.628,93.586,96.809,98.71,100.001,101.705,103.638,105.918,108.566,111.28,114.062,116.913,119.836,2017
Jordan,"Gross domestic product per capita, constant prices",Purchasing power parity; 2011 international dollar,Units,7304.329,7486.897,7703.333,8041.778,8193.231,8625.749,8988.112,9205.17,9541.39,9763.812,9798.347,9520.557,9260.741,9009.446,8800.836,8665.747,8530.697,8432.069,8391.654,8385.382,8428.594,8513.474,8640.292,8809.646,9014.538,9227.717,2015
Jordan,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,0.061,0.061,0.062,0.064,0.064,0.066,0.067,0.068,0.07,0.073,0.077,0.075,0.074,0.073,0.073,0.073,0.072,0.071,0.07,0.069,0.068,0.068,0.067,0.067,0.066,0.066,2017
Jordan,Total investment,Percent of GDP,,21.57,22.362,21.057,20.096,20.841,27.376,34.149,28.776,30.739,30.518,28.467,29.626,26.828,24.537,21.714,21.351,20.796,19.377,19.303,18.404,18.755,18.382,18.035,17.744,17.5,17.262,2017
Jordan,Gross national savings,Percent of GDP,,26.537,19.223,21.248,25.291,32.394,27.719,16.102,17.312,13.94,21.17,23.239,22.494,16.615,9.521,11.43,14.171,11.814,9.965,8.738,10.961,10.511,10.338,10.235,10.762,10.988,11.243,2017
Jordan,"Inflation, average consumer prices",Index,,66.789,67.239,68.428,69.683,70.817,73.2,75.755,80.494,84.312,96.092,95.381,100.003,104.166,108.869,114.122,117.431,116.401,115.495,119.334,124.659,127.177,130.353,133.625,136.991,140.443,143.982,2018
Jordan,"Inflation, average consumer prices",Percent change,,0.598,0.674,1.768,1.835,1.627,3.365,3.491,6.255,4.744,13.971,-0.739,4.846,4.162,4.515,4.825,2.899,-0.877,-0.778,3.324,4.462,2.02,2.498,2.51,2.52,2.52,2.52,2018
Jordan,Volume of imports of goods and services,Percent change,,-1.184,20.812,3.201,3.017,2.159,22.615,16.338,3.236,6.681,5.455,-4.708,-3.996,-2.728,5.713,3.079,0.223,-3.164,-4.167,6.962,1.818,1.331,2.242,2.781,3.236,3.382,3.394,2017
Jordan,Volume of Imports of goods,Percent change,,-1.184,20.812,3.201,3.017,2.159,22.615,16.155,0.571,4.068,2.639,-3.952,-11.343,-1.693,8.714,4.458,0.839,-3.655,-6.209,9.116,1.51,1.104,2.031,2.747,3.327,3.417,3.442,2017
Jordan,Volume of exports of goods and services,Percent change,,2.891,7.859,23.099,15.01,7.443,22.491,1.565,14.289,2.316,4.583,-11.49,12.461,-0.857,-2.239,0.842,6.012,-7.154,1.051,2.293,3.299,5.012,4.933,4.733,4.637,4.5,4.616,2017
Jordan,Volume of exports of goods,Percent change,,2.891,7.859,23.099,15.01,7.443,22.491,-1.613,15.248,-2.669,2.357,-15.032,11.873,3.007,-7.706,7.484,3.649,-1.941,5.178,-2.176,1.428,4.569,4.812,5.151,5.189,5.043,5.238,2017
Jordan,Unemployment rate,Percent of total labor force,,14.38,13.706,14.691,15.325,14.439,14.7,14.844,14.058,13.1,12.65,12.938,12.5,12.9,12.2,12.6,11.875,13.075,15.275,18.125,18.275,n/a,n/a,n/a,n/a,n/a,n/a,2018
Jordan,Population,Persons,Millions,5.015,5.103,5.193,5.287,5.397,5.536,5.714,5.934,6.193,6.49,6.821,7.182,7.575,7.993,8.413,8.809,9.159,9.456,9.702,9.904,10.07,10.209,10.32,10.405,10.474,10.539,2015
Jordan,General government revenue,Percent of GDP,,30.941,30.034,30.264,29.583,34.736,36.613,33.291,32.353,32.314,30.077,26.467,24.856,26.306,22.69,23.805,27.489,24.731,25.2,25.687,26.02,26.457,26.624,26.84,26.956,26.469,26.303,2017
Jordan,General government total expenditure,Percent of GDP,,33.721,34.154,33.124,34.201,37.346,37.736,38.881,36.36,37.593,35.024,35.576,32.88,36.307,37.138,33.986,36.085,33.269,28.92,29.353,30.812,30.436,30.368,29.979,28.65,28.62,28.558,2017
Jordan,General government net lending/borrowing,Percent of GDP,,-2.781,-4.12,-2.86,-4.618,-2.611,-1.123,-5.591,-4.008,-5.28,-4.947,-9.109,-8.024,-10,-14.448,-10.182,-8.596,-8.538,-3.72,-3.667,-4.792,-3.979,-3.744,-3.139,-1.695,-2.151,-2.255,2017
Jordan,General government primary net lending/borrowing,Percent of GDP,,1.67,0.804,1.179,-1.233,0.83,1.475,-2.826,-1.21,-2.439,-2.642,-6.884,-5.97,-7.979,-11.891,-7.194,-5.089,-5.241,-0.779,-0.766,-1.498,-0.741,-0.06,0.874,2.506,2.189,2.167,2017
Jordan,General government gross debt,Percent of GDP,,108.013,100.479,96.478,99.719,99.644,91.823,84.308,76.33,73.77,60.244,64.775,67.113,70.373,79.057,85.474,87.814,92.408,93.757,94.347,94.232,94.834,94.981,93.976,91.068,88.561,85.994,2017
Jordan,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,5.778,5.999,6.363,6.794,7.229,8.091,8.925,10.675,12.131,15.593,16.912,18.762,20.58,22.276,24.187,25.795,26.92,27.83,28.903,30.041,31.378,32.934,34.635,36.495,38.529,40.677,2017
Jordan,Current account balance,U.S. dollars,Billions,0.405,-0.266,0.017,0.498,1.178,0.039,-2.272,-1.726,-2.874,-2.055,-1.245,-1.885,-2.96,-4.718,-3.509,-2.612,-3.411,-3.694,-4.307,-3.146,-3.638,-3.724,-3.796,-3.578,-3.523,-3.437,2017
